id|order_number|customer_id|showroom_id|product_id|quantity|discount|amount|delivered|card_type|card_number|txn_date|update_date|create_date
1692|563542060-5|350|3|652|1|10221|0|0|jcb|3540707308573063|2018-01-11|2018-01-11 07:03:00|2018-01-11 07:03:00
1693|794535636-2|678|7|828|1|12466|0|0|maestro|6304313872785719|2018-01-24|2018-01-24 19:28:11|2018-01-24 19:28:11
1694|553002908-6|580|9|114|1|9879|0|1|switch|5641820880001842|2018-01-13|2018-01-13 05:51:10|2018-01-13 05:51:10
1695|530502494-3|678|8|33|1|8961|0|1|visa|4017957921778|2018-01-23|2018-01-23 02:00:49|2018-01-23 02:00:49
1696|417649834-X|782|15|500|1|6813|0|1|jcb|3555722688479759|2018-01-16|2018-01-16 20:32:53|2018-01-16 20:32:53
1697|359339709-9|774|9|651|1|8316|0|1|maestro|501877197209397968|2018-01-10|2018-01-10 01:30:36|2018-01-10 01:30:36
1698|797303059-X|639|7|312|1|13536|0|1|jcb|3529299721427734|2018-01-04|2018-01-04 20:17:09|2018-01-04 20:17:09
1699|277885140-2|458|10|684|1|9519|0|1|visa-electron|4508186102645989|2018-01-22|2018-01-22 17:17:42|2018-01-22 17:17:42
1700|539535275-9|331|9|123|1|7968|0|0|jcb|3574568835258472|2018-01-15|2018-01-15 09:36:47|2018-01-15 09:36:47
1701|528395147-2|264|11|877|1|7080|0|0|americanexpress|337941508305892|2018-01-11|2018-01-11 01:11:08|2018-01-11 01:11:08
1702|025022639-1|923|3|928|1|11543|0|0|jcb|3550131332265819|2018-01-12|2018-01-12 08:30:02|2018-01-12 08:30:02
1703|323873452-0|466|7|410|1|10835|0|1|jcb|3573586155359168|2018-01-24|2018-01-24 00:57:20|2018-01-24 00:57:20
1704|321153323-0|886|3|395|1|9196|0|1|diners-club-enroute|201829634383458|2018-01-28|2018-01-28 12:51:34|2018-01-28 12:51:34
1705|890916223-6|45|9|573|1|10736|0|0|mastercard|5186371090619917|2018-01-30|2018-01-30 19:45:17|2018-01-30 19:45:17
1706|068638859-3|125|3|953|1|7643|0|0|jcb|3565378540045524|2018-01-07|2018-01-07 13:31:10|2018-01-07 13:31:10
1707|004031744-7|563|15|279|1|9556|0|0|americanexpress|374283898532304|2018-01-23|2018-01-23 23:11:25|2018-01-23 23:11:25
1708|751963839-1|338|5|728|1|11776|0|0|bankcard|5610185260768239|2018-01-23|2018-01-23 09:20:12|2018-01-23 09:20:12
1709|379618741-2|814|11|718|1|9179|0|1|jcb|3588795187928501|2018-01-13|2018-01-13 17:07:00|2018-01-13 17:07:00
1710|447205211-3|539|1|580|1|11618|0|1|diners-club-enroute|201835681984361|2018-01-10|2018-01-10 04:22:39|2018-01-10 04:22:39
1711|718179032-3|437|10|517|1|12076|0|1|switch|6759082643445511424|2018-01-29|2018-01-29 02:08:39|2018-01-29 02:08:39
1712|894534688-0|204|14|268|1|6110|0|1|china-unionpay|5602247803401600992|2018-01-12|2018-01-12 17:36:00|2018-01-12 17:36:00
1713|743819906-1|800|13|234|1|12757|0|0|jcb|3540131307961049|2018-01-02|2018-01-02 06:11:44|2018-01-02 06:11:44
1714|069615065-4|304|15|488|1|8860|0|1|jcb|3537231448442845|2018-01-22|2018-01-22 05:53:21|2018-01-22 05:53:21
1715|994906764-2|70|5|1|1|8499|0|0|jcb|3573327950341857|2018-01-18|2018-01-18 20:14:10|2018-01-18 20:14:10
1716|270343506-1|985|1|959|1|10674|0|1|jcb|3556998419932436|2018-01-29|2018-01-29 22:11:10|2018-01-29 22:11:10
1717|974981585-8|382|5|481|1|11631|0|0|jcb|3587294429323532|2018-01-22|2018-01-22 10:02:07|2018-01-22 10:02:07
1718|769379754-8|84|15|3|1|11813|0|1|jcb|3588149723707518|2018-01-16|2018-01-16 05:44:48|2018-01-16 05:44:48
1719|996645277-X|294|13|349|1|8746|0|0|bankcard|5602241672889707|2018-01-23|2018-01-23 07:36:32|2018-01-23 07:36:32
1720|937518458-7|366|5|719|1|9492|0|0|mastercard|5535589673985722|2018-01-30|2018-01-30 04:56:04|2018-01-30 04:56:04
1721|956093721-9|206|1|206|1|9109|0|1|jcb|3574442609355528|2018-01-03|2018-01-03 12:23:39|2018-01-03 12:23:39
1722|769459807-7|420|1|869|1|10314|0|0|china-unionpay|5602252121911232|2018-01-22|2018-01-22 15:54:41|2018-01-22 15:54:41
1723|072376486-7|266|3|213|1|8544|0|1|jcb|3568418079340156|2018-01-23|2018-01-23 04:59:09|2018-01-23 04:59:09
1724|173136144-0|541|15|409|1|12246|0|0|switch|633110615282960186|2018-01-21|2018-01-21 10:37:38|2018-01-21 10:37:38
1725|171119911-7|300|5|295|1|11096|0|1|visa-electron|4913115291029605|2018-01-27|2018-01-27 09:56:02|2018-01-27 09:56:02
1726|558447851-2|268|2|531|1|6303|0|1|switch|4903512967409743|2018-01-13|2018-01-13 13:53:27|2018-01-13 13:53:27
1727|472248815-0|537|3|696|1|9422|0|1|visa|4041599897360|2018-01-15|2018-01-15 00:01:26|2018-01-15 00:01:26
1728|500121542-0|779|8|209|1|11585|0|1|jcb|3584372301775962|2018-01-15|2018-01-15 08:15:59|2018-01-15 08:15:59
1729|402912392-9|815|5|85|1|15056|0|0|china-unionpay|560223158526665401|2018-01-01|2018-01-01 18:29:19|2018-01-01 18:29:19
1730|641792331-2|511|10|272|1|8055|0|1|jcb|3581052630575530|2018-01-02|2018-01-02 18:56:52|2018-01-02 18:56:52
1731|404109617-0|148|1|383|1|8714|0|1|jcb|3538966096970816|2018-01-12|2018-01-12 06:40:37|2018-01-12 06:40:37
1732|848974577-3|393|8|908|1|8841|0|1|laser|6771544370210784|2018-01-15|2018-01-15 08:04:01|2018-01-15 08:04:01
1733|312102743-3|653|8|163|1|5573|0|1|bankcard|5602253435387697|2018-01-28|2018-01-28 19:08:24|2018-01-28 19:08:24
1734|139240804-0|246|10|869|1|9401|0|0|diners-club-us-ca|5559506247463052|2018-01-06|2018-01-06 03:54:46|2018-01-06 03:54:46
1735|886568750-9|298|9|530|1|6890|0|0|jcb|3546839810505038|2018-01-08|2018-01-08 23:11:52|2018-01-08 23:11:52
1736|433209288-0|985|7|432|1|8088|0|1|maestro|5038493533537413|2018-01-02|2018-01-02 14:04:25|2018-01-02 14:04:25
1737|565592783-7|259|1|619|1|10003|0|0|jcb|3544424350769518|2018-01-20|2018-01-20 21:32:40|2018-01-20 21:32:40
1738|099749399-2|197|1|774|1|10731|0|1|visa|4921837499009507|2018-01-25|2018-01-25 19:52:55|2018-01-25 19:52:55
1739|620206037-9|344|6|168|1|7196|0|1|switch|4903072701530858|2018-01-18|2018-01-18 14:52:16|2018-01-18 14:52:16
1740|698109673-0|430|6|441|1|9691|0|0|diners-club-carte-blanche|30309494760977|2018-01-02|2018-01-02 02:35:26|2018-01-02 02:35:26
1741|041490335-8|234|9|813|1|11793|0|0|jcb|3566806706588597|2018-01-01|2018-01-01 20:20:29|2018-01-01 20:20:29
1742|347300395-6|67|12|137|1|9760|0|1|jcb|3554268865027673|2018-01-17|2018-01-17 09:40:11|2018-01-17 09:40:11
1743|892246913-7|522|14|916|1|8899|0|0|jcb|3562167490430114|2018-01-05|2018-01-05 03:24:31|2018-01-05 03:24:31
1744|018070729-9|179|11|912|1|9068|0|0|bankcard|5602220509799131|2018-01-28|2018-01-28 00:22:09|2018-01-28 00:22:09
1745|937311706-8|876|4|490|1|8393|0|1|jcb|3577476739821089|2018-01-30|2018-01-30 09:27:48|2018-01-30 09:27:48
1746|096482596-1|119|9|850|1|5149|0|0|china-unionpay|560222727683170669|2018-01-07|2018-01-07 06:06:58|2018-01-07 06:06:58
1747|482801911-1|750|11|920|1|8912|0|0|jcb|3554226712957120|2018-01-17|2018-01-17 05:37:33|2018-01-17 05:37:33
1748|463528337-2|438|5|689|1|12343|0|0|china-unionpay|5602248701532889212|2018-01-05|2018-01-05 16:27:58|2018-01-05 16:27:58
1749|246406472-6|201|12|598|1|12154|0|1|jcb|3545480411074479|2018-01-18|2018-01-18 07:02:20|2018-01-18 07:02:20
1750|917871385-4|381|2|132|1|12788|0|1|jcb|3544723282212657|2018-01-05|2018-01-05 21:20:40|2018-01-05 21:20:40
1751|114995859-6|817|14|553|1|8552|0|0|diners-club-international|36220340845868|2018-01-23|2018-01-23 20:36:04|2018-01-23 20:36:04
1752|600971717-5|366|13|458|1|7108|0|0|jcb|3544069538362940|2018-01-10|2018-01-10 03:54:37|2018-01-10 03:54:37
1753|115417066-7|446|1|352|1|9194|0|1|jcb|3574484740080466|2018-01-02|2018-01-02 07:41:15|2018-01-02 07:41:15
1754|219815666-0|77|1|28|1|11694|0|0|switch|6333518570348504|2018-01-25|2018-01-25 02:25:20|2018-01-25 02:25:20
1755|231768331-6|787|8|835|1|10531|0|0|jcb|3550657848022120|2018-01-04|2018-01-04 07:01:46|2018-01-04 07:01:46
1756|940965968-X|502|1|386|1|9712|0|1|diners-club-carte-blanche|30360152831022|2018-01-10|2018-01-10 04:11:29|2018-01-10 04:11:29
1757|269255594-5|279|5|843|1|10365|0|0|visa-electron|4917663778319557|2018-01-09|2018-01-09 18:58:45|2018-01-09 18:58:45
1758|273310771-2|217|8|681|1|8255|0|1|jcb|3545745051555858|2018-01-29|2018-01-29 20:43:49|2018-01-29 20:43:49
1759|741266415-8|898|2|200|1|7477|0|0|jcb|3562785440759595|2018-01-02|2018-01-02 10:02:35|2018-01-02 10:02:35
1760|725115414-5|336|8|294|1|9418|0|0|jcb|3558350980502354|2018-01-03|2018-01-03 04:47:11|2018-01-03 04:47:11
1761|720271737-9|545|11|743|1|11946|0|0|bankcard|5602258495185287|2018-01-23|2018-01-23 02:07:28|2018-01-23 02:07:28
1762|839486174-1|229|1|773|1|10737|0|0|americanexpress|374622872637086|2018-01-23|2018-01-23 19:03:39|2018-01-23 19:03:39
1763|085041195-5|654|15|24|1|10633|0|1|jcb|3536655035820628|2018-01-11|2018-01-11 05:41:23|2018-01-11 05:41:23
1764|737978331-9|280|13|830|1|14687|0|1|visa-electron|4405009575562305|2018-01-18|2018-01-18 17:49:17|2018-01-18 17:49:17
1765|433327041-3|740|6|924|1|7031|0|1|americanexpress|337941417510897|2018-01-27|2018-01-27 05:26:12|2018-01-27 05:26:12
1766|450035026-8|561|3|524|1|15959|0|0|mastercard|5007660055498334|2018-01-28|2018-01-28 20:56:06|2018-01-28 20:56:06
1767|660533067-6|342|1|70|1|10886|0|1|bankcard|5602258571121750|2018-01-04|2018-01-04 11:14:19|2018-01-04 11:14:19
1768|612482070-6|871|14|704|1|9252|0|1|diners-club-enroute|201798122372283|2018-01-28|2018-01-28 18:51:26|2018-01-28 18:51:26
1769|234686844-2|613|13|150|1|10120|0|0|jcb|3564416177126919|2018-01-28|2018-01-28 22:11:40|2018-01-28 22:11:40
1770|638906336-9|907|9|544|1|12432|0|0|jcb|3589667541588025|2018-01-03|2018-01-03 02:33:39|2018-01-03 02:33:39
1771|972384546-6|85|14|40|1|12302|0|0|mastercard|5100148298516993|2018-01-21|2018-01-21 03:05:42|2018-01-21 03:05:42
1772|970619384-7|109|13|730|1|10040|0|1|diners-club-carte-blanche|30203285020834|2018-01-16|2018-01-16 21:20:14|2018-01-16 21:20:14
1773|066546121-6|947|9|397|1|9530|0|1|maestro|58933403802934360|2018-01-08|2018-01-08 21:55:40|2018-01-08 21:55:40
1774|866656212-9|369|5|243|1|9967|0|0|americanexpress|374288408141314|2018-01-03|2018-01-03 20:22:07|2018-01-03 20:22:07
1775|272240437-0|533|3|603|1|6449|0|0|jcb|3556402105705537|2018-01-25|2018-01-25 21:20:38|2018-01-25 21:20:38
1776|189457476-1|501|5|134|1|12368|0|0|jcb|3571383849046019|2018-01-26|2018-01-26 01:28:46|2018-01-26 01:28:46
1777|925678152-2|196|13|120|1|5787|0|1|jcb|3534456664855106|2018-01-10|2018-01-10 20:32:36|2018-01-10 20:32:36
1778|159000116-8|465|3|489|1|13211|0|0|instapayment|6376521786650349|2018-01-01|2018-01-01 04:58:57|2018-01-01 04:58:57
1779|432550768-X|161|15|99|1|10424|0|1|switch|490595233840269576|2018-01-12|2018-01-12 09:12:31|2018-01-12 09:12:31
1780|718767780-4|597|7|884|1|4896|0|1|bankcard|5610676009247998|2018-01-12|2018-01-12 00:21:29|2018-01-12 00:21:29
1781|454044012-8|26|10|386|1|9066|0|0|jcb|3530766231630293|2018-01-27|2018-01-27 14:03:50|2018-01-27 14:03:50
1782|923333234-9|148|14|518|1|8587|0|0|jcb|3560975164578881|2018-01-02|2018-01-02 22:49:41|2018-01-02 22:49:41
1783|689533102-6|605|6|100|1|8291|0|0|maestro|5038639913905071245|2018-01-09|2018-01-09 02:12:59|2018-01-09 02:12:59
1784|434166627-4|220|15|236|1|9377|0|1|jcb|3568348184879022|2018-01-02|2018-01-02 07:08:43|2018-01-02 07:08:43
1785|340175209-X|89|12|399|1|8572|0|0|switch|4905411426564123|2018-01-23|2018-01-23 00:12:52|2018-01-23 00:12:52
1786|561573165-6|306|11|282|1|11882|0|1|bankcard|5602248463678538|2018-01-28|2018-01-28 00:12:06|2018-01-28 00:12:06
1787|451293917-2|162|14|151|1|9217|0|1|mastercard|5110183838582203|2018-01-10|2018-01-10 07:50:10|2018-01-10 07:50:10
1788|693132933-2|291|12|905|1|6285|0|1|jcb|3546984078682622|2018-01-30|2018-01-30 01:10:40|2018-01-30 01:10:40
1789|424687281-4|670|10|919|1|8367|0|0|jcb|3554370559576989|2018-01-05|2018-01-05 05:09:13|2018-01-05 05:09:13
1790|265189654-3|948|5|371|1|10349|0|0|jcb|3574155025793128|2018-01-16|2018-01-16 19:52:08|2018-01-16 19:52:08
1791|407946989-6|582|11|540|1|10324|0|1|diners-club-carte-blanche|30101634115380|2018-01-19|2018-01-19 18:54:53|2018-01-19 18:54:53
1792|709910310-5|942|2|655|1|8957|0|1|maestro|06041896335026174|2018-01-27|2018-01-27 09:50:40|2018-01-27 09:50:40
1793|574978532-7|275|2|460|1|7682|0|1|jcb|3574454240772078|2018-01-04|2018-01-04 17:01:08|2018-01-04 17:01:08
1794|207102963-1|222|11|942|1|12907|0|1|switch|6331100196203107477|2018-01-29|2018-01-29 21:11:59|2018-01-29 21:11:59
1795|464060393-2|855|8|751|1|12197|0|0|diners-club-us-ca|5431728681752121|2018-01-04|2018-01-04 19:23:07|2018-01-04 19:23:07
1796|007642267-4|65|9|35|1|11479|0|1|jcb|3557772816159862|2018-01-15|2018-01-15 23:16:52|2018-01-15 23:16:52
1797|622203766-6|788|4|477|1|13285|0|0|maestro|676101762768505240|2018-01-18|2018-01-18 15:04:44|2018-01-18 15:04:44
1798|863268575-9|70|11|490|1|11209|0|0|china-unionpay|5602254934453964|2018-01-06|2018-01-06 22:45:33|2018-01-06 22:45:33
1799|933611105-1|133|6|712|1|10629|0|0|jcb|3561845494209391|2018-01-25|2018-01-25 23:45:40|2018-01-25 23:45:40
1800|955703480-7|70|9|917|1|8658|0|1|jcb|3554770492265972|2018-01-08|2018-01-08 22:01:46|2018-01-08 22:01:46
1801|074166830-0|487|9|778|1|14315|0|1|maestro|5893784261962052|2018-01-17|2018-01-17 05:39:01|2018-01-17 05:39:01
1802|661392729-5|802|12|323|1|7673|0|1|visa-electron|4175001547087444|2018-01-05|2018-01-05 10:26:00|2018-01-05 10:26:00
1803|782740660-2|831|10|596|1|8728|0|1|jcb|3584856708534444|2018-01-08|2018-01-08 20:46:58|2018-01-08 20:46:58
1804|274683635-1|890|13|101|1|8585|0|0|diners-club-enroute|201931567335313|2018-01-30|2018-01-30 10:36:18|2018-01-30 10:36:18
1805|334254391-4|337|8|412|1|10335|0|0|jcb|3582753873426732|2018-01-05|2018-01-05 19:24:41|2018-01-05 19:24:41
1806|802302094-3|282|15|959|1|10843|0|1|diners-club-enroute|201719772480408|2018-01-04|2018-01-04 21:34:24|2018-01-04 21:34:24
1807|148459589-0|872|2|972|1|7664|0|1|jcb|3572115781197080|2018-01-28|2018-01-28 19:23:49|2018-01-28 19:23:49
1808|168575812-6|291|7|996|1|9904|0|0|jcb|3552470535875018|2018-01-09|2018-01-09 13:07:36|2018-01-09 13:07:36
1809|200184219-8|168|12|746|1|12193|0|1|jcb|3529657676947065|2018-01-12|2018-01-12 05:25:37|2018-01-12 05:25:37
1810|376720512-2|685|9|556|1|13294|0|0|jcb|3569604219011984|2018-01-28|2018-01-28 02:53:37|2018-01-28 02:53:37
1811|086865571-6|138|9|83|1|10391|0|1|china-unionpay|5602238747636127357|2018-01-02|2018-01-02 03:42:22|2018-01-02 03:42:22
1812|448719250-1|506|12|718|1|9159|0|0|jcb|3533754256793474|2018-01-08|2018-01-08 14:50:39|2018-01-08 14:50:39
1813|073330004-9|519|14|890|1|10116|0|0|maestro|06043875261449939|2018-01-01|2018-01-01 02:31:38|2018-01-01 02:31:38
1814|003518766-2|491|9|150|1|14989|0|0|jcb|3576145384402294|2018-01-20|2018-01-20 21:14:36|2018-01-20 21:14:36
1815|207195248-0|176|2|873|1|8835|0|0|china-unionpay|5602211324258373759|2018-01-28|2018-01-28 20:53:07|2018-01-28 20:53:07
1816|555067930-2|551|7|766|1|7897|0|1|mastercard|5002358434463989|2018-01-07|2018-01-07 03:25:42|2018-01-07 03:25:42
1817|397777732-7|762|10|999|1|9123|0|0|maestro|503874005732527283|2018-01-28|2018-01-28 17:42:53|2018-01-28 17:42:53
1818|557702867-1|834|12|630|1|12567|0|0|visa-electron|4026316244724615|2018-01-10|2018-01-10 16:09:02|2018-01-10 16:09:02
1819|186523596-2|975|14|870|1|7041|0|1|solo|6334516584617392|2018-01-12|2018-01-12 13:02:39|2018-01-12 13:02:39
1820|366196599-9|877|7|574|1|8871|0|1|mastercard|5002352578477590|2018-01-04|2018-01-04 00:38:44|2018-01-04 00:38:44
1821|116255991-8|288|9|93|1|10337|0|1|visa|4017952440782|2018-01-25|2018-01-25 04:24:04|2018-01-25 04:24:04
1822|632054790-1|74|12|199|1|4381|0|1|maestro|67638137892019661|2018-01-29|2018-01-29 23:38:46|2018-01-29 23:38:46
1823|760948903-4|278|11|338|1|8976|0|1|china-unionpay|56022300744007451|2018-01-02|2018-01-02 07:27:43|2018-01-02 07:27:43
1824|939061325-6|567|2|52|1|8284|0|0|maestro|6761788950273592506|2018-01-08|2018-01-08 14:28:48|2018-01-08 14:28:48
1825|421318903-1|199|3|212|1|6716|0|0|jcb|3577364005413007|2018-01-30|2018-01-30 00:23:10|2018-01-30 00:23:10
1826|238945273-6|421|12|336|1|12039|0|0|jcb|3569973254173730|2018-01-09|2018-01-09 21:10:50|2018-01-09 21:10:50
1827|487890632-4|903|11|684|1|14278|0|1|china-unionpay|5602254542557214|2018-01-26|2018-01-26 05:44:18|2018-01-26 05:44:18
1828|226015929-X|51|13|331|1|9489|0|0|jcb|3534785042085550|2018-01-17|2018-01-17 00:17:41|2018-01-17 00:17:41
1829|438126941-1|259|11|64|1|6958|0|0|jcb|3556016636273615|2018-01-05|2018-01-05 16:58:54|2018-01-05 16:58:54
1830|408915743-9|235|5|795|1|10370|0|1|jcb|3573250571049701|2018-01-02|2018-01-02 00:59:52|2018-01-02 00:59:52
1831|124610717-1|593|3|990|1|8014|0|0|laser|630455037663612360|2018-01-28|2018-01-28 04:26:18|2018-01-28 04:26:18
1832|938949253-X|616|10|152|1|13226|0|0|bankcard|5610592231803864|2018-01-15|2018-01-15 05:53:03|2018-01-15 05:53:03
1833|947979284-2|292|11|306|1|8243|0|1|jcb|3587900369159211|2018-01-05|2018-01-05 04:16:37|2018-01-05 04:16:37
1834|762973533-2|468|2|653|1|12944|0|1|jcb|3539316312257219|2018-01-05|2018-01-05 05:31:21|2018-01-05 05:31:21
1835|900371753-2|906|14|529|1|9365|0|1|jcb|3533305819407191|2018-01-04|2018-01-04 06:08:45|2018-01-04 06:08:45
1836|760881595-7|848|9|491|1|12788|0|0|mastercard|5048375548074136|2018-01-04|2018-01-04 09:28:10|2018-01-04 09:28:10
1837|487998459-0|983|6|542|1|6032|0|1|jcb|3531916433206256|2018-01-06|2018-01-06 08:49:39|2018-01-06 08:49:39
1838|600445987-9|735|8|638|1|11074|0|1|americanexpress|374288167199164|2018-01-26|2018-01-26 23:34:16|2018-01-26 23:34:16
1839|427326693-8|872|13|264|1|11796|0|0|instapayment|6380526783805063|2018-01-01|2018-01-01 16:47:10|2018-01-01 16:47:10
1840|235569364-1|769|11|638|1|9806|0|0|jcb|3547196751751991|2018-01-16|2018-01-16 14:19:59|2018-01-16 14:19:59
1841|720925010-7|591|15|25|1|12582|0|0|jcb|3582762933595857|2018-01-22|2018-01-22 09:53:08|2018-01-22 09:53:08
1842|345731441-1|498|3|353|1|11486|0|1|diners-club-carte-blanche|30022051155016|2018-01-04|2018-01-04 00:48:11|2018-01-04 00:48:11
1843|447617960-6|992|6|14|1|11396|0|0|jcb|3562093807711014|2018-01-23|2018-01-23 19:14:39|2018-01-23 19:14:39
1844|398833325-5|822|2|866|1|10053|0|1|jcb|3573552640996444|2018-01-02|2018-01-02 23:34:15|2018-01-02 23:34:15
1845|045601251-6|255|7|901|1|8693|0|1|maestro|060455951274755873|2018-01-04|2018-01-04 08:07:51|2018-01-04 08:07:51
1846|421441857-3|937|12|147|1|8734|0|1|diners-club-enroute|201783419576671|2018-01-10|2018-01-10 03:12:21|2018-01-10 03:12:21
1847|482651166-3|978|2|992|1|11584|0|1|diners-club-international|36815176989035|2018-01-14|2018-01-14 19:47:05|2018-01-14 19:47:05
1848|547504895-9|235|11|681|1|10779|0|1|visa|4017950995777314|2018-01-10|2018-01-10 21:19:37|2018-01-10 21:19:37
1849|657317402-X|405|12|259|1|8651|0|0|jcb|3571954222420664|2018-01-29|2018-01-29 00:01:07|2018-01-29 00:01:07
1850|605519557-7|665|5|263|1|10323|0|1|jcb|3549695915383813|2018-01-08|2018-01-08 02:33:23|2018-01-08 02:33:23
1851|248524587-8|80|12|627|1|10983|0|0|visa-electron|4405350083477846|2018-01-08|2018-01-08 10:52:26|2018-01-08 10:52:26
1852|248715114-5|802|11|326|1|12086|0|0|jcb|3586508584822264|2018-01-07|2018-01-07 14:32:07|2018-01-07 14:32:07
1853|329823997-6|4|11|769|1|11765|0|0|jcb|3529745444796276|2018-01-20|2018-01-20 23:41:47|2018-01-20 23:41:47
1854|108804186-8|550|9|1000|1|9352|0|0|diners-club-carte-blanche|30286945776648|2018-01-14|2018-01-14 02:24:22|2018-01-14 02:24:22
1855|336583978-X|151|2|587|1|11319|0|1|switch|4936516069311366788|2018-01-15|2018-01-15 05:02:46|2018-01-15 05:02:46
1856|290002974-0|120|7|375|1|11846|0|1|jcb|3580592855796528|2018-01-04|2018-01-04 14:09:12|2018-01-04 14:09:12
1857|407152229-1|43|9|574|1|9085|0|0|jcb|3544225239104532|2018-01-13|2018-01-13 16:16:04|2018-01-13 16:16:04
1858|695024629-3|861|11|575|1|7876|0|0|diners-club-international|36412240232566|2018-01-09|2018-01-09 18:04:40|2018-01-09 18:04:40
1859|041003714-1|520|7|595|1|8729|0|0|switch|6759771505187654|2018-01-03|2018-01-03 01:19:25|2018-01-03 01:19:25
1860|050333865-6|684|10|869|1|9762|0|1|jcb|3589927804389788|2018-01-02|2018-01-02 13:26:27|2018-01-02 13:26:27
1861|199635838-3|515|3|215|1|13500|0|0|diners-club-enroute|201492294932906|2018-01-17|2018-01-17 19:37:36|2018-01-17 19:37:36
1862|003140178-3|113|1|285|1|11402|0|1|diners-club-us-ca|5440377929656584|2018-01-05|2018-01-05 01:09:59|2018-01-05 01:09:59
1863|613388403-7|146|12|243|1|9718|0|0|diners-club-carte-blanche|30264552809754|2018-01-17|2018-01-17 08:06:19|2018-01-17 08:06:19
1864|188765014-8|397|14|269|1|9230|0|0|diners-club-us-ca|5426067417030669|2018-01-16|2018-01-16 14:27:53|2018-01-16 14:27:53
1865|828591558-1|767|14|148|1|12291|0|1|americanexpress|374288048793672|2018-01-08|2018-01-08 00:32:14|2018-01-08 00:32:14
1866|253941140-1|893|9|856|1|9693|0|1|maestro|589312882551240191|2018-01-23|2018-01-23 19:14:26|2018-01-23 19:14:26
1867|466883857-8|185|12|482|1|12420|0|1|jcb|3548596960714160|2018-01-18|2018-01-18 00:01:02|2018-01-18 00:01:02
1868|907980048-1|958|9|28|1|12650|0|0|americanexpress|372301118449463|2018-01-05|2018-01-05 15:56:04|2018-01-05 15:56:04
1869|024150432-5|608|6|561|1|11188|0|0|china-unionpay|561098952542701038|2018-01-21|2018-01-21 04:42:25|2018-01-21 04:42:25
1870|777957509-8|506|3|229|1|12921|0|1|jcb|3533688655740134|2018-01-03|2018-01-03 23:34:25|2018-01-03 23:34:25
1871|028380830-6|131|7|127|1|7139|0|1|visa-electron|4913458533344469|2018-01-16|2018-01-16 14:56:06|2018-01-16 14:56:06
1872|658130166-3|988|3|128|1|9875|0|1|diners-club-carte-blanche|30233488068488|2018-01-22|2018-01-22 21:00:49|2018-01-22 21:00:49
1873|695324802-5|729|6|204|1|12323|0|1|jcb|3567181232868783|2018-01-30|2018-01-30 08:17:24|2018-01-30 08:17:24
1874|816178815-4|885|10|172|1|8976|0|1|instapayment|6374454082281704|2018-01-04|2018-01-04 06:17:41|2018-01-04 06:17:41
1875|850558052-4|428|9|585|1|8814|0|1|maestro|675918458994452266|2018-01-25|2018-01-25 08:00:44|2018-01-25 08:00:44
1876|889742622-0|948|6|217|1|11819|0|0|jcb|3585101315307796|2018-01-25|2018-01-25 00:34:31|2018-01-25 00:34:31
1877|597707331-3|282|5|954|1|8527|0|0|instapayment|6372633508786824|2018-01-20|2018-01-20 19:06:03|2018-01-20 19:06:03
1878|093494504-7|223|9|363|1|10908|0|0|visa|4041593777670677|2018-01-06|2018-01-06 09:58:49|2018-01-06 09:58:49
